task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,points,graders,grader_summaries,run_id
swiftdata-008,frameworks,7,opencode,anthropic/claude-haiku-4-5-20251001,max,false,140.7,completed,199,3591,198174,21652,220025,5099,0.0716,0.0380,2,23,2,267,,build=P;xctest=F;trajectory=P,"build:xcodebuild build succeeded for scheme 'Swiftdata008Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. Tests failed to compile: SyncedNotesTests.swift: missing argument for parameter 'externalID' in call | trajectory:The agent's recorded commands show the work behind the deliverable (2 command(s))",2026-09-19T123222-swiftdata-008-opencode
swiftdata-009,frameworks,3,opencode,anthropic/claude-haiku-4-5-20251001,max,true,87.0,completed,46,764,26852,10250,37148,1264,0.0216,0.0066,1,1,1,114,114,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'Swiftdata009Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (0 command(s))",2026-09-19T123443-swiftdata-009-opencode
swiftdata-010,frameworks,6,opencode,anthropic/claude-haiku-4-5-20251001,max,false,180.8,completed,87,2981,64867,14632,79586,3973,0.0443,0.0215,2,122,4,133,,build=F;xctest=F;trajectory=P,"build:xcodebuild build failed (exit 65) for scheme 'Swiftdata010Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. Tests failed to compile: Database.swift: static property '_container' is not concurrency-safe because it is nonisolated global shared mutable state [#MutableGlobalVariable] | trajectory:The agent's recorded commands show the work behind the deliverable (1 command(s))",2026-09-19T123611-swiftdata-010-opencode
system-001,frameworks,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,127.3,completed,71,1052,48356,11851,60278,1755,0.0281,0.0102,1,1,1,100,100,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'System001Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (1 command(s))",2026-09-19T123913-system-001-opencode
system-002,frameworks,6,opencode,anthropic/claude-haiku-4-5-20251001,max,true,119.9,completed,88,1616,63617,12704,76409,2766,0.0357,0.0145,1,2,0,100,100,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'System002Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (0 command(s))",2026-09-19T124121-system-002-opencode
system-003,frameworks,4,opencode,anthropic/claude-haiku-4-5-20251001,max,false,66.8,completed,111,1943,76173,11678,87962,2918,0.0364,0.0174,2,16,3,133,,build=F;xctest=F;trajectory=P,"build:xcodebuild build failed (exit 65) for scheme 'System003Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. Tests failed to compile: System003FixtureApp.swift: value of type 'WindowGroup<_ConditionalContent<some View, some View>>' has no member 'onContinueUserActivity' | trajectory:The agent's recorded commands show the work behind the deliverable (0 command(s))",2026-09-19T124321-system-003-opencode
system-004,frameworks,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,120.8,completed,84,1454,62140,13592,75816,2118,0.0335,0.0136,1,1,1,100,100,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'System004Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (2 command(s))",2026-09-19T124429-system-004-opencode
tests-001,tests,1,opencode,anthropic/claude-haiku-4-5-20251001,max,true,96.7,completed,221,2490,194285,15471,209977,3814,0.0570,0.0321,1,2,1,100,100,build=P;xctest=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (9 command(s))",2026-09-19T083159-tests-001-opencode
tests-002,tests,2,opencode,anthropic/claude-haiku-4-5-20251001,max,true,253.8,completed,454,6662,750672,37504,788630,10563,0.1729,0.1088,1966,1775,4,133,133,build=P;xctest=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'DecodingFixture' | xctest:5 executed, 5 passed, 0 failed, 0 skipped | file:2 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (18 command(s))",2026-09-19T083336-tests-002-opencode
tests-005,tests,5,opencode,anthropic/claude-haiku-4-5-20251001,max,false,93.7,completed,175,2188,163903,19517,183595,3526,0.0577,0.0275,2434,3189,2,114,,build=P;xctest=F;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'LeakFixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped. Failing: ProfileLifetimeTests/testDelegateIsNotRetainedByViewModel() | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (5 command(s))",2026-09-19T083751-tests-005-opencode
ui-auto-001,interaction,3,opencode,anthropic/claude-haiku-4-5-20251001,max,true,229.6,completed,393,11141,663547,39624,703564,13775,0.1832,0.1225,3,246,113,133,133,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CounterStore.swift: ""count += 1"" → ""count += 2"") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (7 command(s))",2026-09-19T083926-ui-auto-001-opencode
ui-auto-002,interaction,4,opencode,anthropic/claude-haiku-4-5-20251001,max,true,307.5,completed,332,6689,580185,53562,634079,9704,0.1722,0.0918,2,67,16,133,133,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /path\.append\(\s*\.confirmation\s*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (11 command(s))",2026-09-19T084320-ui-auto-002-opencode
ui-auto-003,interaction,4,opencode,anthropic/claude-haiku-4-5-20251001,max,true,207.5,completed,308,4381,384942,41709,426959,7073,0.1248,0.0607,4,47,2,160,160,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'CartFixture' | file:Reviewed: the new test was added beside the existing tests, which the corrected check allows | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CartStore.swift: every match of /lines\.append\(product\)/ rewritten; Sources/CatalogView.swift: every match of /\b[A-Za-z_][A-Za-z0-9_]*\.add\(product\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (7 command(s))",2026-09-19T084832-ui-auto-003-opencode
ui-auto-004,interaction,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,1022.1,completed,585,17594,1544119,67201,1611905,29877,0.3855,0.2430,2,84,2,160,160,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | file:Reviewed: the new test was added beside the existing tests, which the corrected check allows | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /\.onDelete\(perform:\s*delete\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (27 command(s))",2026-09-19T085203-ui-auto-004-opencode
ui-auto-005,interaction,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,516.1,completed,494,11959,1082949,58308,1141751,15834,0.2584,0.1686,3,191,26,200,200,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartnersView.swift: ""NavigationLink(partner.name, value: PartnerRoute.detail(partner))"" → ""Text(partner.name)""; Sources/PartnersView.swift: ""PartnerDetailView(partner: partner)"" → ""EmptyView()"") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s))",2026-09-19T090909-ui-auto-005-opencode
ui-auto-006,interaction,6,opencode,anthropic/claude-haiku-4-5-20251001,max,true,306.3,completed,287,3866,311338,25476,337101,6921,0.0964,0.0508,1,46,0,114,114,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | file:Reviewed: the new test was added beside the existing tests, which the corrected check allows | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportModel.swift: every match of /rows\.remove\(at:\s*index\)/ rewritten; Sources/ReportView.swift: every match of /(Button\(""Delete""[^{}\n]*\.destructive\)\s*\{)[^{}]*(\})/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (9 command(s))",2026-09-19T091750-ui-auto-006-opencode
ui-auto-007,interaction,6,opencode,anthropic/claude-haiku-4-5-20251001,max,true,224.9,completed,442,8850,795463,38841,834746,13475,0.1937,0.1242,3,46,1,160,160,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/NavigationFixtureApp.swift: ""SettingsView()"" → ""EmptyView()"") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (9 command(s))",2026-09-19T092300-ui-auto-007-opencode
ui-auto-008,interaction,7,opencode,anthropic/claude-haiku-4-5-20251001,max,false,327.8,completed,423,7858,738424,51086,789933,11941,0.1957,0.1136,2,94,0,133,,build=P;xcuitest=F;mutation=F;trajectory=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped. Failing: AdaptiveLayoutFixtureUITests/testAdaptiveLayoutRotationCycle() | mutation:The unmutated tests did not pass, so their failure cannot prove that the mutation was detected | trajectory:The agent's recorded commands show the work behind the deliverable (16 command(s))",2026-09-19T092649-ui-auto-008-opencode
ui-auto-009,interaction,7,opencode,anthropic/claude-haiku-4-5-20251001,max,false,558.8,completed,794,29432,2615663,91786,2708243,35231,0.5493,0.4095,3,312,11,200,,build=P;xcuitest=P;mutation=F;trajectory=P,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/GestureFixtureApp.swift: ""zoomScale = value.magnification"" → ""zoomScale = 1""), so they do not assert the behaviour the task asked for | trajectory:The agent's recorded commands show the work behind the deliverable (28 command(s))",2026-09-19T093221-ui-auto-009-opencode
ui-auto-010,interaction,8,opencode,anthropic/claude-haiku-4-5-20251001,max,true,273.7,completed,437,7401,681032,39085,720554,13105,0.1807,0.1055,3,103,30,160,160,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | file:Reviewed: the new test was added beside the existing tests, which the corrected check allows | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /return parts\.filter \{ \$0\.localizedCaseInsensitiveContains\(trimmed\) \}/ rewritten; Sources/PartsSearchView.swift: every match of /(results\s*=\s*)(?:Self|PartsSearchView)\.filter\([^\n]*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s))",2026-09-19T094144-ui-auto-010-opencode
ui-auto-011,interaction,4,opencode,anthropic/claude-haiku-4-5-20251001,max,true,397.0,completed,286,3662,353456,29916,383658,5984,0.1015,0.0539,1,17,0,100,100,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | file:Reviewed: the new test was added beside the existing tests, which the corrected check allows | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: every match of /(\.onTapGesture\(count:\s*2\)\s*\{)[^{}]*(\})/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (13 command(s))",2026-09-19T094622-ui-auto-011-opencode
ui-auto-012,interaction,5,opencode,anthropic/claude-haiku-4-5-20251001,max,false,344.9,completed,320,6331,560708,43507,604535,9728,0.1578,0.0880,3,692,9,160,,build=P;file=F;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | file:UITests/PartsSearchTests.swift: expected diff to exclude this path | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /return parts\.filter \{ \$0\.localizedCaseInsensitiveContains\(trimmed\) \}/ rewritten; Sources/PartsSearchView.swift: every match of /(results\s*=\s*)(?:Self|PartsSearchView)\.filter\([^\n]*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (5 command(s))",2026-09-19T095303-ui-auto-012-opencode
ui-auto-014,interaction,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,487.2,completed,449,10411,977201,59062,1036712,19157,0.2655,0.1502,3,75,18,114,114,build=P;xcuitest=P;file=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:UITests/KeyboardDismissalTests.swift: does not match /(?:waitForNonExistence|XCTAssertFalse\s*\([^)]*\.exists)/ | file:Reviewed: the keyboard-dismissal check uses keyboards.count, which the corrected check accepts | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /(TextField\(\s*""(?:Full name|Site code)""\s*,\s*text:\s*\$([A-Za-z_][A-Za-z0-9_.]*)\s*\))/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s))",2026-09-19T095852-ui-auto-014-opencode
ui-auto-015,interaction,6,opencode,anthropic/claude-haiku-4-5-20251001,max,true,342.1,completed,371,6865,838924,50159,889454,10498,0.1976,0.1186,2,47,0,114,114,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /(TextField\(\s*""Full name""\s*,\s*text:\s*\$([A-Za-z_][A-Za-z0-9_.]*)\s*\))/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s))",2026-09-19T100703-ui-auto-015-opencode
ui-auto-016,interaction,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,299.8,completed,375,7133,897143,55437,952955,10821,0.2116,0.1258,2,42,0,133,133,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /(\.onSubmit\s*\{)[^{}]*\}/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (13 command(s))",2026-09-19T101249-ui-auto-016-opencode
ui-auto-017,interaction,6,opencode,anthropic/claude-haiku-4-5-20251001,max,true,264.2,completed,415,7696,844074,52590,897079,10960,0.2033,0.1233,3,146,1,133,133,trajectory=P;build=P;xcuitest=P;file=P,"trajectory:The agent's recorded commands show the work behind the deliverable (22 command(s)) | build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:2 file assertion(s) satisfied",2026-09-19T101754-ui-auto-017-opencode
ui-auto-018,interaction,8,opencode,anthropic/claude-haiku-4-5-20251001,max,true,415.5,completed,363,7188,612907,56265,669535,10181,0.1811,0.0976,2,73,0,100,100,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /path\.append\(\s*\.confirmation\s*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (14 command(s))",2026-09-19T102222-ui-auto-018-opencode
ui-auto-019,interaction,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,261.4,completed,450,8863,1054127,68010,1122587,11785,0.2476,0.1502,2,35,0,160,160,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/SettingsListView.swift: """"Welcome to Loom Settings"""" → """"Farewell from Loom Settings"""") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (23 command(s))",2026-09-19T102922-ui-auto-019-opencode
visual-001,visual,1,opencode,anthropic/claude-haiku-4-5-20251001,max,true,151.4,completed,199,2530,212961,34510,247670,4587,0.0866,0.0341,2,508,6,100,100,build=P;xcuitest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (3 command(s))",2026-09-19T103347-visual-001-opencode
visual-003,visual,3,opencode,anthropic/claude-haiku-4-5-20251001,max,true,221.7,completed,239,3394,261684,34543,296466,6662,0.1017,0.0434,1,15,16,100,100,build=P;xcuitest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (9 command(s))",2026-09-19T103623-visual-003-opencode
visual-004,visual,4,opencode,anthropic/claude-haiku-4-5-20251001,max,true,157.8,completed,274,3439,331573,38648,370495,5579,0.1083,0.0506,1,20,8,100,100,build=P;xcuitest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (10 command(s))",2026-09-19T104009-visual-004-opencode
visual-005,visual,5,opencode,anthropic/claude-haiku-4-5-20251001,max,true,662.7,completed,629,15335,1674217,58186,1733032,21773,0.3465,0.2447,1,42,9,100,100,build=P;xcuitest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (14 command(s))",2026-09-19T104251-visual-005-opencode
widget-001,frameworks,3,opencode,anthropic/claude-haiku-4-5-20251001,max,true,67.5,completed,94,1137,62681,10624,73399,1815,0.0282,0.0120,1,1,1,100,100,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'WidgetTimelineFixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (0 command(s))",2026-09-19T105358-widget-001-opencode
widget-002,frameworks,5,opencode,anthropic/claude-haiku-4-5-20251001,max,false,195.0,completed,392,9451,729034,41495,770921,12613,0.1863,0.1206,2,171,9,133,,build=P;xctest=F;trajectory=P,"build:xcodebuild build succeeded for scheme 'Widget002Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped. Tests failed to compile: StatusProviderTests.swift: cannot find 'StatusProvider' in scope | trajectory:The agent's recorded commands show the work behind the deliverable (12 command(s))",2026-09-19T124631-widget-002-opencode
widget-003,frameworks,4,opencode,anthropic/claude-haiku-4-5-20251001,max,true,81.0,completed,94,1260,62053,10694,72841,1920,0.0288,0.0126,1,1,1,100,100,build=P;xctest=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'Widget003Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | trajectory:The agent's recorded commands show the work behind the deliverable (1 command(s))",2026-09-19T124947-widget-003-opencode
