task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,points,graders,grader_summaries,run_id
ui-auto-011,interaction,4,opencode,minimax/MiniMax-M3,max,true,1375.2,completed,24797,4150,624000,0,648797,31528,0.0530,0.0499,2,36,0,100,100,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | file:1 file assertion(s) satisfied | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: every match of /(\.onTapGesture\(count:\s*2\)\s*\{)[^{}]*(\})/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s))",2026-09-16T023610-ui-auto-011-opencode
ui-auto-012,interaction,5,opencode,minimax/MiniMax-M3,max,true,891.2,completed,77947,37375,1340544,0,1418491,115322,0.1487,0.1487,3,80,6,160,160,build=P;file=P;xcuitest=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | file:1 file assertion(s) satisfied | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: every match of /return parts\.filter \{ \$0\.localizedCaseInsensitiveContains\(trimmed\) \}/ rewritten; Sources/PartsSearchView.swift: every match of /(results\s*=\s*)(?:Self|PartsSearchView)\.filter\([^\n]*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (15 command(s))",2026-09-16T025910-ui-auto-012-opencode
ui-auto-014,interaction,5,opencode,minimax/MiniMax-M3,max,true,496.0,completed,59624,5226,1197530,0,1257154,91534,0.1280,0.0960,3,71,1,114,114,build=P;xcuitest=P;file=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:2 file assertion(s) satisfied | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /(TextField\(\s*""(?:Full name|Site code)""\s*,\s*text:\s*\$([A-Za-z_][A-Za-z0-9_.]*)\s*\))/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (13 command(s))",2026-09-16T031406-ui-auto-014-opencode
ui-auto-015,interaction,6,opencode,minimax/MiniMax-M3,max,true,243.4,completed,25939,3349,493236,0,519175,30652,0.0430,0.0414,2,30,0,114,114,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /(TextField\(\s*""Full name""\s*,\s*text:\s*\$([A-Za-z_][A-Za-z0-9_.]*)\s*\))/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (19 command(s))",2026-09-16T032226-ui-auto-015-opencode
ui-auto-016,interaction,5,opencode,minimax/MiniMax-M3,max,true,1534.2,completed,146725,7908,1364096,0,1510821,170832,0.1548,0.1354,2,63,0,133,133,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /(\.onSubmit\s*\{)[^{}]*\}/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (28 command(s))",2026-09-16T032634-ui-auto-016-opencode
ui-auto-017,interaction,6,opencode,minimax/MiniMax-M3,max,true,188.3,completed,35093,5350,718006,0,753099,44013,0.0643,0.0600,3,134,0,133,133,trajectory=P;build=P;xcuitest=P;file=P,"trajectory:The agent's recorded commands show the work behind the deliverable (19 command(s)) | build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:2 file assertion(s) satisfied",2026-09-16T035213-ui-auto-017-opencode
ui-auto-018,interaction,8,opencode,minimax/MiniMax-M3,max,true,327.7,completed,31372,4228,582829,0,614201,42210,0.0574,0.0495,2,46,0,100,100,build=P;xcuitest=P;file=P;mutation=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: every match of /path\.append\(\s*\.confirmation\s*\)/ rewritten) | trajectory:The agent's recorded commands show the work behind the deliverable (11 command(s))",2026-09-16T035526-ui-auto-018-opencode
ui-auto-019,interaction,5,opencode,minimax/MiniMax-M3,max,true,149.1,completed,25657,3473,482734,0,508391,33946,0.0466,0.0408,2,23,0,160,160,build=P;xcuitest=P;mutation=P;file=P;trajectory=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/SettingsListView.swift: """"Welcome to Loom Settings"""" → """"Farewell from Loom Settings"""") | file:1 file assertion(s) satisfied | trajectory:The agent's recorded commands show the work behind the deliverable (11 command(s))",2026-09-16T040058-ui-auto-019-opencode
visual-001,visual,1,opencode,minimax/MiniMax-M3,,true,60.6,completed,9693,569,57411,0,67104,10553,0.0074,0.0070,1,1,2,100,100,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T111917-visual-001-opencode
visual-003,visual,3,opencode,minimax/MiniMax-M3,,true,69.7,completed,8482,930,45870,0,54352,9961,0.0071,0.0064,1,15,16,100,100,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-07T112022-visual-003-opencode
visual-004,visual,4,opencode,minimax/MiniMax-M3,,true,1396.6,timeout,,,,,,,,,1,96,5,100,100,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T112136-visual-004-opencode
visual-005,visual,5,opencode,minimax/MiniMax-M3,,true,209.6,completed,20123,2496,336653,0,356776,24888,0.0320,0.0292,1,23,4,100,100,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-07T114457-visual-005-opencode
widget-001,frameworks,3,opencode,minimax/MiniMax-M3,,true,75.8,completed,16903,1607,150656,0,167559,18510,0.0160,0.0160,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'WidgetTimelineFixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-07T114831-widget-001-opencode
widget-002,frameworks,5,opencode,minimax/MiniMax-M3,,true,730.0,completed,97201,26620,5621106,0,5718307,123821,0.3984,0.3984,1,1,1,133,133,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Widget002Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T114948-widget-002-opencode
widget-003,frameworks,4,opencode,minimax/MiniMax-M3,,true,38.7,completed,6214,474,40320,0,46534,6867,0.0051,0.0049,1,1,1,100,100,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Widget003Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-07T120200-widget-003-opencode
