task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
networking-007,frameworks,3,opencode,minimax/MiniMax-M2.7,,true,79.8,completed,7259,945,,,7259,8204,0.0085,0.0033,1,1,0,30,1.00,30.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Networking007Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T170732-networking-007-opencode
networking-007,frameworks,3,opencode,minimax/MiniMax-M3,,true,58.5,completed,21717,588,,,21717,22305,0.0087,0.0072,1,1,0,30,1.00,30.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Networking007Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T112656-networking-007-opencode
networking-008,frameworks,5,opencode,minimax/MiniMax-M3,,true,46.4,completed,8050,804,,,8050,8854,0.0062,0.0034,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Networking008Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T112755-networking-008-opencode
networking-008,frameworks,5,opencode,minimax/MiniMax-M2.7,,true,126.9,completed,927,786,,,927,1713,0.0046,0.0012,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Networking008Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T170853-networking-008-opencode
ops-001,ops,1,opencode,minimax/MiniMax-M2.7,,true,38.4,completed,15330,774,,,15330,16104,0.0169,0.0055,1,238,0,10,1.00,10.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:1 file assertion(s) satisfied,2026-09-02T125058-ops-001-opencode
ops-001,ops,1,opencode,minimax/MiniMax-M3,,true,228.6,completed,55921,4224,,,55921,60145,0.0532,0.0218,2279,3689,0,10,0.83,8.3,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:1 file assertion(s) satisfied,2026-09-01T173835-ops-001-opencode
ops-001,ops,1,opencode,minimax/MiniMax-M3,,true,77.5,completed,66785,2356,,,66785,69141,0.0354,0.0229,2279,3674,0,10,0.72,7.2,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:1 file assertion(s) satisfied,2026-09-02T045300-ops-001-opencode
ops-001,ops,1,opencode,minimax/MiniMax-M3,,true,56.8,completed,22981,2464,,,22981,25445,0.0329,0.0099,1,433,0,10,1.00,10.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:1 file assertion(s) satisfied,2026-09-01T163835-ops-001-opencode
ops-002,ops,2,opencode,minimax/MiniMax-M3,,true,74.7,completed,34474,3700,,,34474,38174,0.0428,0.0148,1,26,0,20,1.00,20.0,file=P,file:4 file assertion(s) satisfied,2026-09-01T163932-ops-002-opencode
ops-002,ops,2,opencode,minimax/MiniMax-M2.7,,true,112.3,completed,15443,787,,,15443,16230,0.0155,0.0056,1,11,0,20,1.00,20.0,file=P,file:4 file assertion(s) satisfied,2026-09-02T125137-ops-002-opencode
ops-002,ops,2,opencode,minimax/MiniMax-M3,,true,80.2,completed,29522,1863,,,29522,31385,0.0298,0.0111,1,24,0,20,1.00,20.0,file=P,file:4 file assertion(s) satisfied,2026-09-02T045419-ops-002-opencode
ops-002,ops,2,opencode,minimax/MiniMax-M3,,true,67.5,completed,37484,2913,,,37484,40397,0.0393,0.0147,1,27,0,20,1.00,20.0,file=P,file:4 file assertion(s) satisfied,2026-09-01T174225-ops-002-opencode
ops-003,ops,3,opencode,minimax/MiniMax-M2.7,,true,119.4,completed,17210,2304,,,17210,19514,0.0305,0.0079,1,0,0,30,1.00,30.0,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 6s observation window | file:2 file assertion(s) satisfied,2026-09-02T125330-ops-003-opencode
ops-003,ops,3,opencode,minimax/MiniMax-M3,,true,132.8,completed,22684,1573,,,22684,24257,0.0225,0.0087,1828,1604,0,30,1.00,30.0,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 6s observation window | file:2 file assertion(s) satisfied,2026-09-02T045539-ops-003-opencode
ops-003,ops,3,opencode,minimax/MiniMax-M3,,true,200.9,completed,18595,1745,,,18595,20340,0.0237,0.0077,1829,1604,0,30,1.00,30.0,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 6s observation window | file:2 file assertion(s) satisfied,2026-09-01T174337-ops-003-opencode
ops-004,ops,3,opencode,openrouter/minimax/minimax-m3,,false,12.4,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:clean-report.md: expected to exist; clean-report.md: unreadable or missing,2026-09-01T151829-ops-004-opencode
ops-004,ops,3,opencode,minimax/minimax-m3,,false,7.4,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:clean-report.md: expected to exist; clean-report.md: unreadable or missing,2026-09-01T151857-ops-004-opencode
ops-004,ops,3,opencode,openrouter/minimax/minimax-m3,,false,8.6,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:clean-report.md: expected to exist; clean-report.md: unreadable or missing,2026-09-01T153755-ops-004-opencode
ops-004,ops,3,opencode,minimax/minimax-m3,,false,8.1,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:clean-report.md: expected to exist; clean-report.md: unreadable or missing,2026-09-01T151926-ops-004-opencode
ops-004,ops,3,opencode,minimax/MiniMax-M3,,true,90.1,completed,12497,4651,,,12497,17148,0.0226,0.0093,1,42,0,30,1.00,30.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:2 file assertion(s) satisfied,2026-09-01T155142-ops-004-opencode
ops-004,ops,3,opencode,minimax/minimax-m3,,false,9.3,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:clean-report.md: expected to exist; clean-report.md: unreadable or missing,2026-09-01T154045-ops-004-opencode
ops-005,ops,4,opencode,minimax/MiniMax-M3,,true,228.3,completed,21225,2990,,,21225,24215,0.0225,0.0100,1837,2842,0,40,1.00,40.0,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'DecodingFixture' | runtime:Process survived 4s observation window | file:1 file assertion(s) satisfied,2026-09-02T045756-ops-005-opencode
ops-005,ops,4,opencode,minimax/MiniMax-M2.7,,true,251.6,completed,60036,5205,,,60036,65241,0.1281,0.0243,1,277,0,40,0.77,30.7,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'DecodingFixture' | runtime:Process survived 4s observation window | file:1 file assertion(s) satisfied,2026-09-02T125534-ops-005-opencode
ops-005,ops,4,opencode,minimax/MiniMax-M3,,true,157.1,completed,35326,2226,,,35326,37552,0.0270,0.0133,1838,2913,0,40,1.00,40.0,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'DecodingFixture' | runtime:Process survived 4s observation window | file:1 file assertion(s) satisfied,2026-09-01T174658-ops-005-opencode
ops-006,ops,2,opencode,minimax/MiniMax-M3,,true,20.4,completed,5703,269,,,5703,5972,0.0035,0.0020,1,8,0,20,1.00,20.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | file:3 file assertion(s) satisfied,2026-09-01T174941-ops-006-opencode
ops-006,ops,2,opencode,minimax/MiniMax-M3,,true,50.7,completed,23377,943,,,23377,24320,0.0133,0.0081,1,8,0,20,1.00,20.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | file:3 file assertion(s) satisfied,2026-09-02T050149-ops-006-opencode
ops-006,ops,2,opencode,minimax/MiniMax-M2.7,,true,24.9,completed,0,422,,,0,422,0.0037,0.0005,1,6,0,20,1.00,20.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | file:3 file assertion(s) satisfied,2026-09-02T125949-ops-006-opencode
ops-007,ops,4,opencode,minimax/MiniMax-M2.7,,false,41.4,completed,120,1419,,,120,1539,0.0058,0.0017,0,0,0,40,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:simulator-status.txt: expected to exist; simulator-status.txt: unreadable or missing; simulator-status.txt: unreadable or missing,2026-09-02T130016-ops-007-opencode
ops-007,ops,4,opencode,minimax/MiniMax-M3,,true,37.0,completed,12737,2911,,,12737,15648,0.0120,0.0073,1,5,0,40,1.00,40.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T050241-ops-007-opencode
ops-007,ops,4,opencode,minimax/MiniMax-M3,,true,35.1,completed,9014,808,,,9014,9822,0.0078,0.0037,1,4,0,40,1.00,40.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-01T175001-ops-007-opencode
ops-008,ops,5,opencode,minimax/MiniMax-M2.7,,true,54.5,completed,105,747,,,105,852,0.0050,0.0009,1,16,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T130057-ops-008-opencode
ops-008,ops,5,opencode,minimax/MiniMax-M3,,true,30.0,completed,7384,836,,,7384,8220,0.0055,0.0032,1,16,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T050318-ops-008-opencode
ops-008,ops,5,opencode,minimax/MiniMax-M3,,true,39.1,completed,19308,684,,,19308,19992,0.0093,0.0066,1,16,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-01T175037-ops-008-opencode
ops-009,ops,6,opencode,minimax/MiniMax-M2.7,,false,545.1,completed,44865,22566,,,44865,67431,0.2395,0.0405,4,76,0,60,0.74,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:Sources/ContentView.swift: does not contain expected text,2026-09-02T130153-ops-009-opencode
ops-009,ops,6,opencode,minimax/MiniMax-M3,,true,1280.9,completed,684740,40235,,,684740,724975,0.9490,0.2537,6,113,0,60,0.25,15.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-01T175118-ops-009-opencode
ops-009,ops,6,opencode,minimax/MiniMax-M3,,true,283.3,completed,44747,10979,,,44747,55726,0.0903,0.0266,3299,4899,0,60,0.90,53.8,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T050349-ops-009-opencode
ops-010,ops,5,opencode,minimax/MiniMax-M2.7,,true,265.7,completed,24482,11068,,,24482,35550,0.1107,0.0206,4,64,0,50,1.00,50.0,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 5s observation window | file:2 file assertion(s) satisfied,2026-09-02T131059-ops-010-opencode
ops-010,ops,5,opencode,minimax/MiniMax-M3,,true,1635.2,timeout,,,,,,,,,7515,6519,2,50,0.25,12.5,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 5s observation window | file:2 file assertion(s) satisfied,2026-09-01T181240-ops-010-opencode
ops-010,ops,5,opencode,minimax/MiniMax-M3,,true,1575.2,timeout,552383,26793,,,552383,579176,0.4940,0.1979,1829,1666,1,50,0.25,12.5,build=P;runtime=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | runtime:Process survived 5s observation window | file:2 file assertion(s) satisfied,2026-09-02T050834-ops-010-opencode
ops-011,ops,3,opencode,minimax/MiniMax-M2.7,,false,17.5,completed,0,248,,,0,248,0.0024,0.0003,0,0,0,30,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:devices.txt: expected to exist; devices.txt: unreadable or missing; devices.txt: unreadable or missing,2026-09-02T131529-ops-011-opencode
ops-011,ops,3,opencode,minimax/MiniMax-M3,,true,24.3,completed,13005,550,,,13005,13555,0.0056,0.0046,1,8,0,30,1.00,30.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T053454-ops-011-opencode
ops-011,ops,3,opencode,minimax/MiniMax-M3,,false,28.2,completed,7259,1151,,,7259,8410,0.0070,0.0036,1,4,0,30,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:devices.txt: does not contain expected text,2026-09-01T184001-ops-011-opencode
ops-012,ops,9,opencode,minimax/MiniMax-M3,,true,238.9,completed,33607,12799,,,33607,46406,0.0773,0.0254,3543,5961,0,90,1.00,90.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:4 file assertion(s) satisfied,2026-09-02T053519-ops-012-opencode
ops-012,ops,9,opencode,minimax/MiniMax-M2.7,,true,159.4,completed,49363,5871,,,49363,55234,0.0889,0.0219,9,723,0,90,0.91,81.5,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:4 file assertion(s) satisfied,2026-09-02T131547-ops-012-opencode
ops-013,ops,7,opencode,minimax/MiniMax-M3,,false,70.3,completed,16029,3059,,,16029,19088,0.0129,0.0085,1,37,0,70,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:lifecycle-report.md: does not match /exit.?code/,2026-09-02T053937-ops-013-opencode
ops-013,ops,7,opencode,minimax/MiniMax-M2.7,,false,69.4,completed,3924,2351,,,3924,6275,0.0186,0.0040,0,0,0,70,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:lifecycle-report.md: expected to exist; lifecycle-report.md: unreadable or missing; lifecycle-report.md: unreadable or missing; lifecycle-report.md: unreadable or missing; lifecycle-report.md: unreadable or missing; lifecycle-report.md: unreadable or missing; lifecycle-report.md: unreadable or missing,2026-09-02T131827-ops-013-opencode
ops-014,ops,5,opencode,minimax/MiniMax-M2.7,,true,150.4,completed,8783,4049,,,8783,12832,0.0384,0.0075,1,5,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-02T131937-ops-014-opencode
ops-014,ops,5,opencode,minimax/MiniMax-M3,,true,206.7,completed,66574,5758,,,66574,72332,0.0514,0.0269,2278,3036,0,50,0.69,34.6,build=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-02T054048-ops-014-opencode
ops-015,ops,7,opencode,minimax/MiniMax-M2.7,,true,108.7,completed,3269,3487,,,3269,6756,0.0160,0.0052,2139,4004,0,70,1.00,70.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ScratchApp' | file:3 file assertion(s) satisfied,2026-09-02T132208-ops-015-opencode
ops-015,ops,7,opencode,minimax/MiniMax-M3,,true,92.3,completed,25382,2923,,,25382,28305,0.0187,0.0111,3,104,0,70,1.00,70.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ScratchApp' | file:3 file assertion(s) satisfied,2026-09-02T054415-ops-015-opencode
ops-016,ops,4,opencode,minimax/MiniMax-M3,,true,103.1,completed,21390,3425,,,21390,24815,0.0246,0.0105,331,3013,0,40,1.00,40.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:5 file assertion(s) satisfied,2026-09-02T054548-ops-016-opencode
ops-016,ops,4,opencode,minimax/MiniMax-M2.7,,true,76.6,completed,24433,2086,,,24433,26519,0.0436,0.0098,1,4,0,40,1.00,40.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'ConcurrencyFixture' | file:5 file assertion(s) satisfied,2026-09-02T132358-ops-016-opencode
ops-017,ops,7,opencode,minimax/MiniMax-M3,,true,116.3,completed,14291,3796,,,14291,18087,0.0218,0.0088,2,62,0,70,1.00,70.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-02T054732-ops-017-opencode
ops-017,ops,7,opencode,minimax/MiniMax-M2.7,,true,62.7,completed,582,2570,,,582,3152,0.0110,0.0033,3,18,0,70,1.00,70.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-02T132515-ops-017-opencode
ops-018,ops,6,opencode,minimax/MiniMax-M3,,true,243.0,completed,37945,15519,,,37945,53464,0.0820,0.0300,5,108,10,60,0.94,56.1,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T054929-ops-018-opencode
ops-018,ops,6,opencode,minimax/MiniMax-M2.7,,true,1276.8,completed,39417,45823,,,39417,85240,0.4679,0.0668,6,97,0,60,0.59,35.2,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T132618-ops-018-opencode
ops-019,ops,5,opencode,minimax/MiniMax-M2.7,,false,44.0,completed,15054,962,,,15054,16016,0.0153,0.0057,1,8,0,50,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:sign-report.txt: does not contain expected text; sign-report.txt: does not contain expected text; sign-report.txt: does not contain expected text,2026-09-02T134736-ops-019-opencode
ops-019,ops,5,opencode,minimax/MiniMax-M3,,true,36.4,completed,11413,1832,,,11413,13245,0.0103,0.0056,1,37,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:5 file assertion(s) satisfied,2026-09-02T055333-ops-019-opencode
ops-020,ops,4,opencode,minimax/MiniMax-M2.7,,true,40.5,completed,66511,1408,,,66511,67919,0.0566,0.0216,1,3384,0,40,0.74,29.4,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T134821-ops-020-opencode
ops-020,ops,4,opencode,minimax/MiniMax-M3,,true,70.7,completed,7275,1003,,,7275,8278,0.0056,0.0034,1,3377,0,40,1.00,40.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T055410-ops-020-opencode
ops-021,ops,5,opencode,minimax/MiniMax-M3,,true,71.0,completed,15634,1996,,,15634,17630,0.0139,0.0071,1,45,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T055521-ops-021-opencode
ops-021,ops,5,opencode,minimax/MiniMax-M2.7,,false,53.2,completed,230,1800,,,230,2030,0.0086,0.0022,0,0,0,50,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:clone-rename.md: expected to exist; clone-rename.md: unreadable or missing; clone-rename.md: unreadable or missing; clone-rename.md: unreadable or missing,2026-09-02T134902-ops-021-opencode
ops-022,ops,6,opencode,minimax/MiniMax-M3,,true,460.7,completed,56357,3805,,,56357,60162,0.0320,0.0215,1,57,0,60,0.83,49.9,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T055634-ops-022-opencode
ops-022,ops,6,opencode,minimax/MiniMax-M2.7,,true,118.5,completed,219,2093,,,219,2312,0.0112,0.0026,1,25,0,60,1.00,60.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T134956-ops-022-opencode
ops-023,ops,8,opencode,minimax/MiniMax-M2.7,,true,71.0,completed,15901,2412,,,15901,18313,0.0263,0.0077,1,73,0,80,1.00,80.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T135155-ops-023-opencode
ops-023,ops,8,opencode,minimax/MiniMax-M3,,true,125.5,completed,30108,6918,,,30108,37026,0.0559,0.0173,1,185,0,80,1.00,80.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:4 file assertion(s) satisfied,2026-09-02T060415-ops-023-opencode
ops-024,ops,7,opencode,minimax/MiniMax-M3,,true,51.1,completed,9614,1872,,,9614,11486,0.0084,0.0051,1,148,0,70,1.00,70.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:2 file assertion(s) satisfied,2026-09-02T060621-ops-024-opencode
ops-024,ops,7,opencode,minimax/MiniMax-M2.7,,true,30.7,completed,0,1052,,,0,1052,0.0043,0.0013,1,72,0,70,1.00,70.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:2 file assertion(s) satisfied,2026-09-02T135324-ops-024-opencode
ops-025,ops,5,opencode,minimax/MiniMax-M3,,true,177.5,completed,31790,4507,,,31790,36297,0.0471,0.0149,1835,1696,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-02T060713-ops-025-opencode
ops-025,ops,5,opencode,minimax/MiniMax-M2.7,,true,190.6,completed,3888,8101,,,3888,11989,0.0378,0.0109,1839,1651,0,50,1.00,50.0,build=P;file=P,build:xcodebuild build succeeded for scheme 'NavigationFixture' | file:4 file assertion(s) satisfied,2026-09-02T135355-ops-025-opencode
ops-026,ops,7,opencode,minimax/MiniMax-M3,,true,127.3,completed,42831,7356,,,42831,50187,0.0500,0.0217,1,60,0,70,1.00,69.7,build=P;file=P,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:3 file assertion(s) satisfied,2026-09-02T061012-ops-026-opencode
ops-026,ops,7,opencode,minimax/MiniMax-M2.7,,false,55.9,completed,2133,3131,,,2133,5264,0.0108,0.0044,0,0,0,70,1.00,0.0,build=P;file=F,build:xcodebuild build succeeded for scheme 'BuildFixture' | file:prune-and-update.md: expected to exist; prune-and-update.md: unreadable or missing; prune-and-update.md: unreadable or missing,2026-09-02T135707-ops-026-opencode
ops-027,ops,3,opencode,minimax/MiniMax-M3,,false,64.0,timeout,10596,2130,,,10596,12726,0.0121,0.0057,0,0,0,30,1.00,0.0,file=F,"file:macos-screen.png: expected to exist; macos-screen.png: unreadable or missing, cannot check PNG; macos-screencapture.md: expected to exist; macos-screencapture.md: unreadable or missing",2026-09-02T061220-ops-027-opencode
ops-027,ops,3,opencode,minimax/MiniMax-M2.7,,false,19.6,completed,0,780,,,0,780,0.0043,0.0009,0,0,0,30,1.00,0.0,file=F,"file:macos-screen.png: expected to exist; macos-screen.png: unreadable or missing, cannot check PNG; macos-screencapture.md: expected to exist; macos-screencapture.md: unreadable or missing",2026-09-02T135804-ops-027-opencode
ops-028,ops,7,opencode,minimax/MiniMax-M2.7,,false,52.9,completed,364,2653,,,364,3017,0.0082,0.0033,2,3,2,70,1.00,0.0,build=P;xcodeproj=F;file=P,build:xcodebuild build succeeded for scheme 'XCConfigFixture' | xcodeproj:1 of 3 project assertion(s) failed — build setting SWIFT_ACTIVE_COMPILATION_CONDITIONS is not set | file:2 file assertion(s) satisfied,2026-09-02T135823-ops-028-opencode
ops-028,ops,7,opencode,minimax/MiniMax-M3,,true,34.6,completed,14502,1470,,,14502,15972,0.0155,0.0061,2,3,2,70,1.00,70.0,build=P;xcodeproj=P;file=P,build:xcodebuild build succeeded for scheme 'XCConfigFixture' | xcodeproj:3 project assertion(s) hold in the resolved configuration | file:2 file assertion(s) satisfied,2026-09-02T061324-ops-028-opencode
ops-029,ops,6,opencode,minimax/MiniMax-M2.7,,true,99.8,completed,23958,2357,,,23958,26315,0.0330,0.0100,2,77,0,60,1.00,60.0,file=P,file:13 file assertion(s) satisfied,2026-09-02T135917-ops-029-opencode
ops-029,ops,6,opencode,minimax/MiniMax-M3,,true,168.5,completed,17139,2681,,,17139,19820,0.0223,0.0084,2,562,0,60,1.00,60.0,file=P,file:13 file assertion(s) satisfied,2026-09-02T061359-ops-029-opencode
project-001,project,1,opencode,openrouter/minimax/minimax-m3,,false,8.6,failed,,,,,,,,,0,0,0,10,0.25,0.0,build=F,build:xcodebuild build failed (exit 65) for scheme 'TargetMembershipFixture',2026-09-01T153804-project-001-opencode
project-001,project,1,opencode,minimax/MiniMax-M3,,true,24.1,completed,13762,2543,,,13762,16305,0.0126,0.0072,1,4,0,10,1.00,10.0,build=P,build:xcodebuild build succeeded for scheme 'TargetMembershipFixture',2026-09-01T155313-project-001-opencode
project-002,project,2,opencode,minimax/MiniMax-M2.7,,true,71.9,completed,1059,860,,,1059,1919,0.0048,0.0013,1,2,0,20,1.00,20.0,build=P;xcodeproj=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | xcodeproj:1 project assertion(s) hold in the resolved configuration,2026-09-02T140057-project-002-opencode
project-002,project,2,opencode,minimax/MiniMax-M3,,true,58.2,completed,23913,793,,,23913,24706,0.0110,0.0081,1,2,0,20,1.00,20.0,build=P;xcodeproj=P,build:xcodebuild build succeeded for scheme 'InfoPlistFixture' | xcodeproj:1 project assertion(s) hold in the resolved configuration,2026-09-02T061648-project-002-opencode
project-004,project,4,opencode,minimax/MiniMax-M3,,true,241.9,completed,70356,9046,,,70356,79402,0.0552,0.0320,2,45,0,40,0.63,25.2,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SchemeFixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T061747-project-004-opencode
project-004,project,4,opencode,minimax/MiniMax-M2.7,,true,160.4,completed,21336,3886,,,21336,25222,0.0226,0.0111,2,29,0,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SchemeFixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T140210-project-004-opencode
project-004,project,4,opencode,minimax/MiniMax-M3,,true,113.3,completed,18920,1061,174010,0,192930,20441,0.0179,0.0174,1,10,0,40,1.00,40.0,build=P;xctest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'SchemeFixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/TariffCalculator.swift: ""static let unitRate = 0.31"" → ""static let unitRate = 0.0"")",2026-09-03T181938-project-004-opencode
project-004,project,4,opencode,minimax/MiniMax-M2.7,,false,557.0,completed,49884,7665,,,49884,57549,0.0842,0.0242,548,5922,0,40,0.87,0.0,build=P;xctest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'SchemeFixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/TariffCalculator.swift: ""static let unitRate = 0.31"" → ""static let unitRate = 0.0"")",2026-09-03T143527-project-004-opencode
project-005,project,5,opencode,minimax/MiniMax-M3,,true,83.5,completed,47580,3209,,,47580,50789,0.0261,0.0181,1,21,0,50,0.98,49.2,build=P,build:xcodebuild build succeeded for scheme 'PackageIntegrationFixture',2026-09-02T062150-project-005-opencode
project-005,project,5,opencode,minimax/MiniMax-M3,,true,101.4,completed,35700,4084,957558,0,993258,44200,0.0784,0.0731,1,22,0,50,1.00,50.0,file=P;build=P,file:1 file assertion(s) satisfied | build:xcodebuild build succeeded for scheme 'PackageIntegrationFixture',2026-09-03T182136-project-005-opencode
